title,company,tags,salary,location,date,description
Online Marketing,MakeMyTrip,"design, testing, marketing, exec, virtual assistant, finance, ads, content writing, stats, digital nomad",Not specified,"Gurgaon,",2026-05-26T11:27:05+00:00,"About The Opportunity Role: Online Marketing Level: Assistant Manager Reporting To: Manager - Performance Marketing Location: Gurugram About The Function MakeMyTrip's Hotels business is one of the company's largest and fastest-growing verticals, offering a wide range of domestic and international accommodation options to millions of travellers. The business focuses on building strong supply depth, competitive pricing, and a high-quality booking experience, making it a critical driver of both customer satisfaction and overall organizational growth. Within this ecosystem, the Hotel's Performance Marketing function plays a pivotal role in shaping and executing the growth agenda. Working closely with Revenue and Category stakeholders, it drives incremental volumes that contribute meaningfully to both topline and bottom-line performance. With a strong consumer-first lens, the function deeply analyses traveller behaviour, identifies growth opportunities, and builds strategies for both new user acquisition and retention. It also collaborates extensively with Hotels Product and Technology to influence feature development, enhance channel efficiency, and unlock scalable, sustainable growth across all performance marketing channels. About The Role The role is accountable for driving scale, efficiency, and ROI across Hotels performance and remarketing channels — including Google Hotel Ads, GDN, Facebook, TripAdvisor, and Trivago. The role involves translating business requirements into channel-level plans to deliver Room Nights, Shoppers, and New Users, while strengthening pricing signals, attribution accuracy, and data accessibility. The incumbent will own end-to-end reporting and drive actionable insights to improve campaign effectiveness and overall business impact. What Will You Be Doing Develop and execute effective performance and remarketing strategies to increase visibility, drive traffic, and achieve conversion goals Perform A/B testing and other experiments to optimize ad copy, landing pages, and other elements to improve conversion rates Leverage data and analytics to improve marketing efficiency and deliver targeted business outcomes. Collaborate with the content and design teams to create compelling and relevant ad copies and landing pages that align with our marketing objectives. Build and manage experimentation frameworks to uncover new growth opportunities and drive incremental efficiency. Partner cross-functionally with Category, Revenue, and Supply teams to strengthen competitiveness within the meta-search ecosystem, and with Product teams to improve on-site conversion. Utilize tools such as Google Analytics and other third-party platforms to track performance, derive insights, and present findings through both ad-hoc and recurring reports. Operate effectively across both strategic and execution layers—identifying growth opportunities while managing campaign execution, optimization, and performance analysis. Qualification & Experience MBA from a reputed institute with 1-2 years of experience in marketing, preferably within performance or growth-focused roles. Strong knowledge of Google Ads platform, including campaign setup, keyword research, bid management, and performance tracking. Experience of new Google Ads types/formats (e.g., performance max) is preferred Experience working with analytics and attribution tools (e.g., Google Analytics, Appsflyer, MMPs). Proficiency in data-driven decision-making with the ability to interpret complex datasets. Strong communication, stakeholder management, and problem-solving skills. Key Success Factors For The Role Analytical Thinking & Data Proficiency – Strong numerical aptitude with the ability to interpret data, perform quantitative analyses, and apply basic statistical concepts to drive informed decision-making. ROI Focus & Optimization – Continuously monitor and optimize campaigns to improve performance, drive efficiency, and ensure a strong return on investment. Industry Trends & Platform Updates – Stay updated with the latest digital marketing trends, algorithm changes, platform updates, and industry best practices to keep strategies relevant and competitive. Adaptability & Agility – Quickly adapt strategies based on performance data, new developments, platform changes, and evolving market conditions. Tracking & Tagging – Implement and manage tracking codes and tags to accurately measure and report on campaign performance. Customer Insights – Develop a strong understanding of customer behaviour, preferences, and pain points to create more targeted, relevant, and effective campaigns. Organization & Project Management – Strong organizational and project management skills with the ability to manage multiple campaigns, timelines, and stakeholders simultaneously. Ownership & Collaboration – Ability to work independently with a high sense of ownership while also collaborating effectively in a fast-paced, deadline-driven environment. Communication Skills – Excellent written and verbal communication skills with the ability to clearly present ideas, strategies, and performance insights. Please mention the word **ENTERTAIN** and tag ROjox when applying to show you read the job post completely (#ROjox). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
Country Director,Nothing,"design, testing, marketing, exec, virtual assistant, finance, ads, content writing, stats, digital nomad, ops, sys admin, front end, backend, excel, sales, full time, customer support, hr, dev, web dev, speech, accounting, video, cloud, php, microsoft, medical, architecture, mobile",Not specified,Area DKI Jakarta,2026-05-26T11:10:14+00:00,"About the Team Technology should be intuitive, inspiring, and human—that is why we are establishing Nothing in Indonesia. We operate as a focused, independent team dedicated to stripping away the barriers between people and technology. As our Country Director, you will lead our local presence, navigating the complexities of a fast-moving, mobile-first market to scale a design-led brand that resonates deeply with our community. What You'll Do Architect the comprehensive Indonesia market growth strategy, ensuring global objectives are met through a nuanced local lens. Direct full P&L accountability from day one, balancing rapid market expansion with fiscal sustainability. Establish and mentor a high-performance team that prioritizes tangible results and excellence over administrative complexity. Drive operational excellence across the region, overseeing local logistics, customer experience, and retail expansion. Secure and manage strategic alliances with key retail partners and distributors to amplify our brand presence. Act as the primary representative for Nothing with regulatory bodies and local stakeholders to ensure seamless compliance. Iterate our market approach through direct engagement and real-time insights from the Indonesian community. What We're Looking For A strategic leader with a minimum of 10 years of experience in consumer technology or high-growth lifestyle industries. A proven track record of launching and scaling brands within Indonesia, demonstrating a highly pragmatic approach to execution. A professional who takes complete ownership of the mission, driving outcomes with a sense of urgency and purpose. An exceptional communicator capable of articulating complex strategies in both English and Bahasa Indonesia. A worldly mindset with a sophisticated understanding of the cultural and technological trends driving the younger generation in Indonesia. A leader who values direct action and clarity, steering clear of corporate buzzwords and legacy tech tropes. A visionary thinker who can translate a multi-year roadmap into precise, high-impact operational plans. Why Nothing This is an opportunity to lead a revolution in how technology is experienced in Indonesia. You will build a national presence from the ground up, supported by a global collective of designers and engineers committed to excellence. We move fast because we are independent; you will have the autonomy to make a significant impact and the platform to grow alongside a brand that is redefining innovation. Please mention the word **DIVINE** and tag ROjox when applying to show you read the job post completely (#ROjox). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
Editorial Research Journalist,Crossing Hurdles,,Not specified,"Remote,",2026-05-26T09:03:32+00:00,Position: JournalistType: ContractLocation: RemoteCommitment: 10-40 hrs/week Role…See this and similar jobs on LinkedIn. Please mention the word **RECONCILIATION** and tag ROjox when applying to show you read the job post completely (#ROjox). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.
Director Planning and Performance Reporting,Queensland Government,"exec, infosec, education, customer support, senior, medical",Not specified,"Brisbane,",2026-05-26T03:47:01+00:00,"The Crime and Corruption Commission (CCC) is a statutory body set up to combat and reduce the incidence of major crime and corruption in the public sector in Queensland. Its functions and powers are set out in the Crime and Corruption Act 2001. About Us We have a vision that our communities will be safe and supported by fair and ethical public institutions with a focus on those matters of highest threat to the Queensland community. As an organisation we are committed to this vision and as such our values of people, accountability, integrity, courage and excellence underpin everything we do at the CCC. What We Offer At the CCC our people have access to a range of employee benefits that promote career development, enhance employee wellbeing and encourage a healthy and balanced work and home life. When you join the CCC you can access the following benefits: salary packaging 12.75% superannuation flexible work options, including working from home access to paid parental leave accrued time off opportunity to purchase leave 17.5% annual leave loading health and wellbeing program study assistance access to a wide variety of training opportunities free annual influenza vaccination six star rated inner city location close to public transport About You The ideal applicant will demonstrate capability in the following requirements: ability to lead a strategic planning and reporting function and apply your knowledge to provide independent, evidence-based advice to support executive decision making and organisational performance. ability to lead and manage a professional work group with focus and optimism in an environment of complexity and ambiguity to achieve shared outcomes and manage competing expectations. ability to analyse complex scenarios and issues, translating performance data into clear insights, to provide high level advice to senior executive officers. experience building a high-performing and customer-focused team, influencing positive workplace culture and supporting major change initiatives. excellent written and verbal communication skills, including a collaborative approach to stakeholder management, an ability to influence senior management and external stakeholders, and ability to raise performance reporting and analysis capabilities across the agency. How To Apply For more detailed information, including what is required to demonstrate your suitability for the role, refer to the attached role description. Pre-employment vetting forms a part of our selection process - you may be asked to provide detailed personal particulars and private interests information. For more information about our security vetting process please refer to How to apply | CCC - Crime and Corruption Commission Queensland Aboriginal and Torres Strait Islander peoples are encouraged to apply . Occupational group Policy & Planning Please mention the word **FIERY** and tag ROjox when applying to show you read the job post completely (#ROjox). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
Jamaica Interpreter,ContactLink Solutions LLC,"marketing, social media, non tech, macos, education, dev, exec, golang, medical, full time, part time, digital nomad",Not specified,"Montego Bay, Montego Bay, Saint James, Jamaica",2026-05-26T02:20:29+00:00,"WE ARE HIRING INTERPRETERS!!! LANGUAGE: English Requirements: 90% English proficiency Steady wired internet connection USB Wired headset Windows 10 or MacOS WHAT WE OFFER YOU: Fully remote position with a clear schedule Full-time or part-time position Immediate availability to start working after onboarding Monthly payments Per minute Rate. YOUR RESPONSIBILITIES: Answer calls professionally, acting according to the Interpreters code of conduct. Be aware of the specific vocabulary of the industry the interpreter works with (healthcare and medical, specifically). Go into internal professional training. Communicate and report to your team leader. YOUR BACKGROUND AND EXPERIENCE: Proficiency/Bilingual/Native level of English and target language. 1+ years of interpreting experience (Desirable). High emotional intelligence and tolerance of diverse cultures. High level of communication, listening, note-taking, and memory retention skills. WHAT WE OFFER YOU: Fully remote position with a clear schedule Full-time or part-time position Immediate availability to start working after onboarding Internal training, good Comunication. Please mention the word **BEST** and tag ROjox when applying to show you read the job post completely (#ROjox). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
Ejecutivo técnico comercial Industria de alimentos,Universia Perú,,Not specified,"Magdalena del Mar, Magdalena del Mar, Perú",2026-05-26T01:18:34+00:00,"Empresa comercializadora de insumos de la mejor calidad mundial para la industria alimentaria del Perú, se encuentra en la búsqueda de: EJECUTIVO(A) COMERCIAL – INDUSTRIAS ALIMENTARIAS Funciones principales: Responsable de mantener y promover las ventas en clientes asignados por la empresa Establecer contacto con nuevos clientes mediante estrategia de visita y descubrir oportunidades de venta Realiza y hace seguimiento de los proyectos que se le asignen Es responsable de la entrega de las muestras a sus clientes que requiera para el desarrollo Please mention the word **ENTERTAINING** and tag ROjox when applying to show you read the job post completely (#ROjox). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
Gerente de Operações,GRA Comércio,"excel, ecommerce, non tech",Not specified,"Ribeirão Preto, Ribeirão Preto, São Paulo, Brasil",2026-05-26T00:51:01+00:00,"DESCRIÇÃO SUMARIA DO CARGO O Gerente de Operações é responsável por planejar, coordenar e otimizar todas as atividades operacionais da GRA Comércio, abrangendo logística, estoque, produção, expedição e operação de marketplaces. Atua de forma estratégica para garantir eficiência operacional, cumprimento de prazos, redução de custos, padronização de processos e integração entre áreas, assegurando crescimento sustentável e excelência no atendimento aos clientes. Gestão Estratégica das Operações Planejar, coordenar e supervisionar as operações de logística, estoque, produção e expedição. Definir prioridades operacionais alinhadas às demandas comerciais e estratégicas da empresa. Garantir eficiência, produtividade e padronização dos processos operacionais Atuar como elo entre operações, comercial, compras, financeiro e diretoria. Logística e Estoque Gerir o fluxo de recebimento, armazenagem, separação, expedição e transporte de mercadorias. Garantir níveis adequados de estoque, evitando rupturas e excessos. Acompanhar inventários, acuracidade de estoque e indicadores logísticos. Otimizar rotas, prazos de entrega e custos de frete. Produção (Telas, cortes e manufatura interna) Planejar e acompanhar a produção de telas, cortes de lonas, mangueiras, borrachas e acrílicos. (outros produtos) Garantir cumprimento de prazos, padrões de qualidade e segurança na produção. Integrar produção com estoque, vendas e logística para atendimento eficiente dos pedidos Propor melhorias nos processos produtivos visando ganho de eficiência e redução de desperdícios. Manutenção de equipamentos Marketplace e E-commerce (Mercado Livre) Supervisionar a operação do Mercado Livre e demais canais digitais sob a ótica operacional. Garantir cumprimento de SLAs, prazos de envio, qualidade de embalagem e reputação da conta. Integrar logística, estoque e expedição às demandas do e-commerce. Acompanhar indicadores operacionais do marketplace (tempo de envio, atrasos, devoluções). Gestão de estoque sobre poder de terceiros ( full- ml) Gestão de Pessoas e Liderança Liderar equipes operacionais (logística, estoque, produção e expedição). Distribuir tarefas, acompanhar desempenho e promover desenvolvimento do time. Garantir cumprimento de normas de segurança, uso de EPIs e boas práticas operacionais. Atuar na resolução de conflitos e melhoria do clima organizacional da operação. Indicadores, Processos e Melhoria Contínua Desenvolver e acompanhar indicadores de desempenho (produtividade, custos, prazos, perdas, retrabalho). Elaborar relatórios operacionais para a diretoria. Propor melhorias contínuas em processos, layout, sistemas e fluxos de trabalho. Apoiar projetos estratégicos de crescimento e estruturação da operação. Garantir informações sistematicamente REQUISITOS DO CARGO Conhecimentos Técnico ESCOLARIDADE MÍNIMA E DESEJADA Mínima: Ensino superior completo em Administração, Logística, Engenharia de Produção ou áreas correlatas. Desejável: Pós-graduação em Gestão de Operações, Logística, Supply Chain ou Gestão Industrial. CURSOS EXTRAS Gestão de Operações e Processos Logística e Supply Chain Gestão de Estoques e Produção Indicadores de Desempenho (KPIs) EXPERIÊNCIA Experiência sólida em gestão operacional, logística, estoque e/ou produção. Desejável vivência com e-commerce ou marketplaces (Mercado Livre). Experiência com liderança de equipes operacionais. HARD SKILL Gestão de operações e processos Logística e controle de estoque Planejamento e controle de produção Gestão de indicadores (KPIs) Otimização de custos e prazos Integração operacional com e-commerce SOFT SKILL Liderança e tomada de decisão Visão estratégica Organização e disciplina operacional Capacidade analítica Comunicação clara Proatividade e foco em resultados Please mention the word **FAIR** and tag ROjox when applying to show you read the job post completely (#ROjox). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
MEX Cajero Dual,Universia México,"finance, c, non tech",Not specified,"Las Lajitas, Las Lajitas, Salta, Argentina",2026-05-26T00:43:07+00:00,"Country: Mexico ES EL MOMENTO Santander (*****************) está evolucionando de ser una marca global de alto impacto a una organización impulsada por la tecnología, y las personas están en el centro de este camino. Juntos, estamos liderando una transformación centrada en el cliente que valora el pensamiento disruptivo, la valentía de desafiar lo posible y la capacidad de innovar. Esto es más que un cambio estratégico: es una oportunidad para crecer, aprender y generar un impacto real. Nuestra misión es contribuir a que más personas y empresas prosperen. Adoptamos una sólida cultura de riesgos y esperamos que todos nuestros equipos asuman un enfoque proactivo y responsable en la gestión del riesgo. Retail & Commercial Banking es un negocio global que integra todas nuestras actividades de banca minorista y comercial para servir mejor a nuestros clientes, mejorar la eficiencia y generar valor. EL IMPACTO QUE GENERARÁS Banco Santander Mexico está buscando un/a [Cajero de Sucursal con base en [Suc. Las Puentes]. Si Tienes Una Fuerte Orientación Al Cliente, Actúas Con Integridad y Tienes Habilidad Para Realizar Cálculos Numéricos Con Precisión, ¡este Puesto Es Para Ti! Para Desempeñarte En Este Rol, Es Necesario Que Cuentes Con Las Siguientes Habilidades Atención al detalle Habilidad numérica Estamos redefiniendo nuestra forma de trabajar a través de la innovación, la tecnología de última generación, la colaboración y la libertad de explorar nuevas ideas. En Este Puesto, Tus Principales Responsabilidades Incluirán En este puesto, serás responsable de garantizar un servicio eficiente y seguro, creando una experiencia positiva para las y los clientes y fortaleciendo su confianza en el Banco. Además, trabajarás de cerca con personas expertas en la Banca, lo que te brindará una formación para ofrecer una experiencia satisfactoria para nuestros clientes. Te enfrentarás al reto de manejar diferentes tipos de transacciones y consultas en un entorno dinámico, lo que te permitirá desarrollar habilidades en ventas, resolución de problemas y comunicación asertiva. LO QUE APORTARÁS AL EQUIPO Nuestra gente es nuestra mayor fortaleza. Cada persona contribuye con perspectivas únicas que nos hacen más fuertes como equipo y como organización. Valoramos quiénes son y potenciamos lo que aportan. Los siguientes requisitos representan los conocimientos, habilidades y competencias esenciales para este puesto. Experiencia profesional Orientacion al cliente Atencion al detalle Habilidad Numerica Habilidades técnicas (Hard skills) Manejo de Efectivo Habilidades contables Habilidades interpersonales (Soft skills) Comunicación Inteligencia emocional VALORAMOS TU IMPACTO Tu Contribución Importa, y La Reconocemos. En Santander Puedes Esperar Un Paquete Retributivo Justo y Competitivo Que Refleje Tu Impacto y El Valor Que Entregarás. Toma Un Momento Para Entender a Lo Que Nos Referimos Ofrecemos más que un salario: nuestros beneficios están diseñados para apoyar tu vida, tus objetivos y tu bienestar, hoy y en el futuro Tu salud es nuestra prioridad. A través de BeHealthy, nuestro programa global de bienestar, promovemos el bienestar integral de nuestros equipos Please mention the word **EFFORTLESS** and tag ROjox when applying to show you read the job post completely (#ROjox). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
Courier,FedEx Australia,"video, non tech, infosec, marketing, education, content writing",Not specified,"Montrose,",2026-05-26T00:16:05+00:00,"Responsible for the safe, accurate and timely collection and delivery of packages, ensuring order accuracy through content verification and scanning, while providing exceptional customer service and maintaining package security. Safely collects and delivers packages following designated routes and adhering to strict time schedules Verifies and scans package contents to confirm order accuracy during pick-up and delivery Provides exceptional customer service and ensures packages are securely packed Reports any delivery issues, damaged goods or incorrect addresses promptly Performs other duties as assigned Minimum Education Secondary education or equivalent Minimum Experience At least one (1) year of professional driving experience. Knowledge, Skills And Abilities Required AU License Classifications: Minimum Medium Rigid (MR) Truck License Preferred Qualifications: Pay Transparency: Pay: Additional Details: FedEx was built on a philosophy that puts people first, one we take seriously. We are an equal opportunity /affirmative action employer and we are committed to a diverse, equitable, and inclusive workforce in which we enforce fair treatment, and provide growth opportunities for everyone. All qualified applicants will receive consideration for employment regardless of age, race, color, national origin, genetics, religion, gender, marital status, pregnancy (including childbirth or a related medical condition), physical or mental disability, or any other characteristic protected by applicable laws, regulations, and ordinances. Our Company FedEx is one of the world's largest express transportation companies and has consistently been selected as one of the top 10 World's Most Admired Companies by Fortune magazine. Every day FedEx delivers for its customers with transportation and business solutions, serving more than 220 countries and territories around the globe. We can serve this global network due to our outstanding team of FedEx team members, who are tasked with making every FedEx experience outstanding. Our Philosophy The People-Service-Profit philosophy (P-S-P) describes the principles that govern every FedEx decision, policy or activity. FedEx takes care of our people; they, in turn, deliver the impeccable service demanded by our customers, who reward us with the profitability necessary to secure our future. The essential element in making the People-Service-Profit philosophy such a positive force for the company is where we close the circle, and return these profits back into the business, and invest back in our people. Our success in the industry is attributed to our people. Through our P-S-P philosophy, we have a work environment that encourages team members to be innovative in delivering the highest possible quality of service to our customers. We care for their well-being, and value their contributions to the company. Our Culture Our culture is important for many reasons, and we intentionally bring it to life through our behaviors, actions and activities in every part of the world. The FedEx culture and values have been a cornerstone of our success and growth since we began in the early 1970's. While other companies can copy our systems, infrastructure and processes, our culture makes us unique and is often a differentiating factor as we compete and grow in today's global marketplace. Please mention the word **PROLIFIC** and tag ROjox when applying to show you read the job post completely (#ROjox). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
Independent PMHNP Premium Rates Telehealth,Seasoned Recruitment,"customer support, finance, marketing, recruiter, non tech",Not specified,,2026-05-26T00:00:28+00:00,"We are seeking Board-Certified PMHNPs who prioritize clinical excellence over corporate metrics. We provide the infrastructure (secure EMR, patient marketing, and billing support) so you can run your remote practice with total autonomy.The Financial Ad... Please mention the word **RESTRUCTURED** and tag ROjox when applying to show you read the job post completely (#ROjox). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
Insurance Account Executive,Roamly,"full stack, travel, exec",Not specified,,2026-05-26T00:00:06+00:00,"OTE Range: $110,000 - $150,000About RoamlyRoamly Insurance Group (Roamly), a wholly-owned subsidiary of Outdoorsy Holdings, Inc., is the first full-stack Insurtech for travel enthusiasts. Roamly is where the insurance industry and technology intersect ... Please mention the word **COMFY** and tag ROjox when applying to show you read the job post completely (#ROjox). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
Maintenance,Road Ranger,"customer support, ops, medical, part time, non tech",Not specified,"Amarillo,",2026-05-26T00:00:00+00:00,"Road Ranger is looking for maintenance to join the team at our under construction Amarillo, TX location! Competitive wages based upon experience. The store is schedule to open late July 2024. Road Ranger is GROWING!! We are Hiring Immediately!! Are you looking for Full Time or Part Time work? We have positions available! We offer benefits for our FULL and PART-TIME employees. We are hiring immediately. Join the Road Ranger family and see how far your drive can take you! At Road Ranger, we aim to provide drivers with the warm hospitality, top tier fuel, quality food, and essential products they need along their journey. We owe our success to our friendly, driven employees who thrive in our fast-paced environment. To reward their hard work, we offer our employees a wide variety of competitive benefits to support their health and wealth, such as: - Health, Dental, & Vision Insurance - Weekly Pay - Bonus Potential - 401(k) - Life Insurance - Paid Vacation - Paid Maternity/Paternity Leave More About Our Maintenance: Maintenance is the backbone of our operations. At Road Ranger, our warm hospitality starts with having the cleanest and best maintained facilities in the business, and our Maintenance personnel are the ones bringing that vision to life on a daily basis. They are responsible for keeping the inside and outside of our stores clean, safe, and welcoming for all our customers. The ideal candidate for Maintenance is a friendly, hard-working, and reliable individual who enjoys physically active work and takes pride in a job well done. If you possess these qualities, you are already one step closer to a successful career in the Road Ranger family! Please mention the word **MERRINESS** and tag ROjox when applying to show you read the job post completely (#ROjox). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
Customer Service Representative Cigna Healthcare,Cigna Healthcare,"embedded, sys admin, infosec, education, technical, coordinator, customer support, dev, testing, marketing, travel, speech, exec, payroll, video, cloud, microsoft, ops, excel, stats, medical, recruiter, full time, digital nomad, project manager, finance, junior, virtual assistant, senior, biotech",Not specified,"Tennessee, Tennessee, United States",2026-05-26T00:00:00+00:00,"Summary The Cigna Group is a global Health Service company that is dedicated to helping people improve their health and vitality. Our Medical Proclaim Provider team seeks dedicated, compassionate, and empathetic Customer Service Representatives, who are genuinely interested in helping people at some critical points of their lives, to join our team. The Call Center Customer Service Representative represents the company, and our people make all the difference in our success. Responsibilities Answer inbound calls from health care providers with inquiries regarding medical claims, benefits, appeals, prior authorizations, and medical codes. An average of 50+ calls are expected daily. Take inbound calls while toggling through several applications on multiple screens. Attend 100% of trainings, and the first 90 days of employment. Resolve customer complaints through independent problem-solving skills and one-call resolution. Understand and strive to meet or exceed call center metrics while providing excellent consistent customer service. Qualifications High School diploma or equivalent 1 year of customer service experience is required A dedicated workspace with no distractions is required Intermediate proficiency in Microsoft Outlook Knowledge of Medical Terminology a PLUS Excellent written and oral communication skills If you will be working at home occasionally or permanently, the internet connection must be obtained through a cable broadband or fiber optic internet service provider with speeds of at least 10Mbps download/5Mbps upload. About The Cigna Group Doing something meaningful starts with a simple decision, a commitment to changing lives. At The Cigna Group, we're dedicated to improving the health and vitality of those we serve. Through our divisions Cigna Healthcare and Evernorth Health Services, we are committed to enhancing the lives of our clients, customers and patients. Join us in driving growth and improving lives. Qualified applicants will be considered without regard to race, color, age, disability, sex, childbirth (including pregnancy) or related medical conditions including but not limited to lactation, sexual orientation, gender identity or expression, veteran or military status, religion, national origin, ancestry, marital or familial status, genetic information, status with regard to public assistance, citizenship status or any other characteristic protected by applicable equal employment opportunity laws. If you need a reasonable accommodation to complete the online application process, please email seeyourself@thecignagroup.com for assistance. Please note that this email inbox is dedicated to accommodation requests only and cannot provide application updates or accept resumes. The Cigna Group has a tobacco-free policy and reserves the right not to hire tobacco/nicotine users in states where that is legally permissible. Candidates in such states who use tobacco/nicotine will not be considered for employment unless they enter a qualifying smoking cessation program prior to the start of their employment. These states include: Alabama, Alaska, Arizona, Arkansas, Delaware, Florida, Georgia, Hawaii, Idaho, Iowa, Kansas, Maryland, Massachusetts, Michigan, Nebraska, Ohio, Pennsylvania, Texas, Utah, Vermont, and Washington State. Qualified applicants with criminal histories will be considered for employment in a manner consistent with all federal, state and local ordinances. Please mention the word **PAINLESS** and tag ROjox when applying to show you read the job post completely (#ROjox). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
Maintenance,Road Ranger,"marketing, finance, content writing, medical, engineer, customer support, ops, part time",Not specified,"Vidor,",2026-05-26T00:00:00+00:00,"Road Ranger is looking for maintenance to join the team at our Vidor, TX location! Competitive wages based upon experience. Road Ranger is GROWING!! We are Hiring Immediately!! Are you looking for Full Time or Part Time work? We have positions available! We offer benefits for our FULL and PART-TIME employees. We are hiring immediately. Join the Road Ranger family and see how far your drive can take you! At Road Ranger, we aim to provide drivers with the warm hospitality, top tier fuel, quality food, and essential products they need along their journey. We owe our success to our friendly, driven employees who thrive in our fast-paced environment. To reward their hard work, we offer our employees a wide variety of competitive benefits to support their health and wealth, such as: - Health, Dental, & Vision Insurance - Weekly Pay - Bonus Potential - 401(k) - Life Insurance - Paid Vacation - Paid Maternity/Paternity Leave More About Our Maintenance: Maintenance is the backbone of our operations. At Road Ranger, our warm hospitality starts with having the cleanest and best maintained facilities in the business, and our Maintenance personnel are the ones bringing that vision to life on a daily basis. They are responsible for keeping the inside and outside of our stores clean, safe, and welcoming for all our customers. The ideal candidate for Maintenance is a friendly, hard-working, and reliable individual who enjoys physically active work and takes pride in a job well done. If you possess these qualities, you are already one step closer to a successful career in the Road Ranger family! Please mention the word **CHARMING** and tag ROjox when applying to show you read the job post completely (#ROjox). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
Entrenador a Deportivo,Apprentus,"design, customer support, exec, video, content writing, senior, marketing, photoshop, illustrator, digital nomad",Not specified,"Madrid,",2026-05-26T00:00:00+00:00,"Plataforma educativa busca incorporar entrenadores/as deportivos para impartir sesiones a alumnos de distintos niveles y objetivos. Áreas de especialización Buscamos profesionales con experiencia en una o varias de las siguientes disciplinas: Entrenamiento personal (PT) Fútbol Voleibol Acondicionamiento físico Preparación física general Entrenamiento funcional Rendimiento deportivo y preparación específica Perfil del alumnado Los Alumnos Incluyen Principiantes y deportistas recreativos Jóvenes en formación deportiva Personas interesadas en mejorar su condición física Deportistas de nivel intermedio y avanzado Preparación física para competiciones, pruebas o rendimiento específico Funciones Impartir entrenamientos y sesiones personalizadas, según necesidades Adaptar los programas al nivel, objetivos y condición física de cada alumno Diseñar rutinas y planes de entrenamiento personalizados Realizar seguimiento del progreso y evolución Motivar y acompañar a los alumnos en el cumplimiento de sus objetivos deportivos Requisitos Formación en Ciencias del Deporte, Educación Física, entrenamiento deportivo o experiencia equivalente Experiencia previa como entrenador/a o preparador/a físico/a Conocimiento técnico de la disciplina impartida Manejo de herramientas digitales para sesiones online Habilidades de comunicación, motivación y organización Se ofrece Colaboración profesional con horarios flexibles Modalidad de trabajo 100 % online Acceso a una plataforma educativa consolidada Flujo constante de alumnos Entorno profesional dinámico y en crecimiento Remuneración acorde a la experiencia y dedicación Please mention the word **PURPOSEFUL** and tag ROjox when applying to show you read the job post completely (#ROjox). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
Entrenador a Deportivo,Apprentus,"design, education, customer support, copywriting, marketing, speech, video, seo, mobile, exec, content writing, stats, social media, digital nomad",Not specified,"Valencia/València,",2026-05-26T00:00:00+00:00,"Plataforma educativa busca incorporar entrenadores/as deportivos para impartir sesiones a alumnos de distintos niveles y objetivos. Áreas de especialización Buscamos profesionales con experiencia en una o varias de las siguientes disciplinas: Entrenamiento personal (PT) Fútbol Voleibol Acondicionamiento físico Preparación física general Entrenamiento funcional Rendimiento deportivo y preparación específica Perfil del alumnado Los Alumnos Incluyen Principiantes y deportistas recreativos Jóvenes en formación deportiva Personas interesadas en mejorar su condición física Deportistas de nivel intermedio y avanzado Preparación física para competiciones, pruebas o rendimiento específico Funciones Impartir entrenamientos y sesiones personalizadas, según necesidades Adaptar los programas al nivel, objetivos y condición física de cada alumno Diseñar rutinas y planes de entrenamiento personalizados Realizar seguimiento del progreso y evolución Motivar y acompañar a los alumnos en el cumplimiento de sus objetivos deportivos Requisitos Formación en Ciencias del Deporte, Educación Física, entrenamiento deportivo o experiencia equivalente Experiencia previa como entrenador/a o preparador/a físico/a Conocimiento técnico de la disciplina impartida Manejo de herramientas digitales para sesiones online Habilidades de comunicación, motivación y organización Se ofrece Colaboración profesional con horarios flexibles Modalidad de trabajo 100 % online Acceso a una plataforma educativa consolidada Flujo constante de alumnos Entorno profesional dinámico y en crecimiento Remuneración acorde a la experiencia y dedicación Please mention the word **INTELLIGENCE** and tag ROjox when applying to show you read the job post completely (#ROjox). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
